Gender,Age,Education level,Major,Administrative regions,Number of use Internet and Internet-related services,Internet/ Digital devices skills level,Digital devices type,Type of connectivity,Purpose of using internet,Operating system of desktop/laptop,Operating system of smartphone/tablet,Common security tools,Secure of person's digital devices,Legitimacy of a website,Password with personal information,Aware of the danger of clicking pop-up screens,Attention to person's account privacy,Protection of social media services for personal info,Read terms and conditions of website,Change the important accounts passwords frequently,Using public Wi-Fi,No value for my digital devices to hackers,Install software updates regularly,Careful about clicking on links in an email or other post,Digital devices with Internet security tool,Internet security tool up to date,Keep yourself updated about cybercrime (offline Sources),Keep yourself updated about cybercrime (Online Sources),Avoid disclosing personal information online,Risk of becoming a victim of cybercrime has increased,Online personal information is not secure enough,Well protected against cybercrime,Accept increased Internet surveillance from the government,Laws are effective in managing the cybercrime problem,Informed about the threat of cybercrime,Received phishing emails,Stealing your personal data,Malware infection of a device,Being unable to access online services because of cyber attacks,Encountering material promotes hatred or religious extremism,Online extortion,Concerned about identity theft,Not concerned about encountering child pornography online,Concerned about receiving phishing emails,Concerned about not being able to access online services because of cyber attacks,Concerned about encountering material promotes hatred or religious extremism,Concerned about encountering online extortion,Feeling about the threat of cybercrimes in the future,Responsibility of government in raising awareness of cybercrime,Responsibility of media in raising awareness of cybercrime,Responsibility of those offering online/Internet-based servicesin raising awareness of cybercrime,Responsibility of user itself in raising awareness of cybercrime,Responsibility of education system in raising awareness of cybercrime,Role of the government in combating cybercrimes,Victim of cybercrime,Report cybercrime,To who report cybercrime
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Tabuk,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Desktop,Private Wi-Fi (e.g. in your home),"Social networks, Online services, Communication",Windows 7,IOS,"Anti-virus, Firewall, Software update,Backup",Somewhat secure,Always,Often,Often,Always,Always,Often,Always,Often,Often,Always,Always,"Desktop, Laptop, Smartphone","Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Riyadh,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone, Tablet",Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Somewhat secure,Seldom,Often,Always,Always,Often,Seldom,Never,Never,Never,Always,Always,Laptop,"Yes, I manually updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT), Rely on automatic updates",Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Always,Never,Always,Never,Always,Never,Always,Do not know,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not",Don’t know but will ask my friends for advice
Male,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update",Not sure (difficult to determine),Always,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Always,Always,Desktop,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Communication",mac OS,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Often,Never,Often,Seldom,Never,Never,Seldom,Never,Never,Often,Always,Desktop,"Yes, I manually updated","Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Always,Sometimes,Always,Always,Always,Always,They will become a more serious issue in the future,Disagree,Disagree,Agree,Strongly Agree,Disagree,No role,Yes,"No, I would not",Don’t know but will ask my friends for advice
Male,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 10,IOS,"Firewall, Authentication (e.g. password, PIN) ,Backup",Not sure (difficult to determine),Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Laptop,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Sometimes,Always,Always,Sometimes,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don’t know,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Designing,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",I don't know,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Often,Seldom,Always,Always,Never,Never,Never,Never,Often,Always,Sometimes,Laptop,No,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Always,Never,Always,Never,Always,Do not know,Do not know,Always,Never,Never,Always,Always,No significant change,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,No role,Yes,"No, I would not","Saudi CERT, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,40-49,"Undergraduate (Diploma, BSc)",Education,Riyadh,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Education,Windows 10,Android,Anti-virus,Somewhat secure,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Seldom,Often,Always,Laptop,"Yes, I manually updated","Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Always,Do not know,Sometimes,Do not know,Do not know,Do not know,Do not know,Sometimes,Sometimes,Always,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi CERT, Committee for the Promotion of Virtue and the Prevention of Vice"
Female,40-49,"Postgraduate (Master’s, PhD)",Education,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Communication",Windows 10,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Often,Seldom,Always,Often,Never,Never,Always,Sometimes,Often,Always,Always,"Laptop, Smartphone","No, I think it is automatically updated","Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Neutral,Always,Always,Never,Never,Always,Never,Always,Always,Do not know,Do not know,Do not know,Do not know,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not","Saudi CERT, Police"
Male,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Smartphone","Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Education, Social networks, Online services, Communication",Windows 10,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) ,Backup",Somewhat secure,Always,Never,Always,Always,Never,Always,Never,Never,Never,Always,Always,"Desktop, Laptop","No, I think it is automatically updated",Government or professional reports,Government websites (e.g. CERT),Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Never,Never,Never,Never,Never,Never,Always,Do not know,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi CERT, Police"
Male,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Communication",Windows 10,"IOS, Android","Firewall, Authentication (e.g. password, PIN)",Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Desktop, Laptop","Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Always,Do not know,Always,Always,Always,Do not know,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT"
Male,30-39,"Postgraduate (Master’s, PhD)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication","Windows 10, mac OS, Linux",Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update",Very secure,Always,Never,Always,Always,Often,Often,Always,Never,Never,Sometimes,Sometimes,"Desktop, Laptop","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Never,Never,Never,Never,Never,Never,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Don’t know,No,"Yes, I would",Saudi eGovernment Portal
Male,30-39,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication","Windows 10, Windows 7",Android,"Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Desktop,"Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc., I do not feel that I keep myself updated","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No role,Yes,"No, I would not",Saudi eGovernment Portal
Male,30-39,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 7,Android,"Anti-virus, Firewall, Encryption,Backup",Somewhat secure,Always,Always,Always,Always,Always,Always,Always,Never,Often,Often,Sometimes,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Government websites (e.g. CERT), Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Sometimes,Always,Never,Do not know,Sometimes,Always,Do not know,Sometimes,Sometimes,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Make people aware of cyber crime,Yes,"No, I would not",Saudi eGovernment Portal
